admin_code,occupation_category,occupation_code,occupation_level,wage_value,wage_type,currency,wage_period,wage_measure,year,classification_system,data_availability,source,last_updated,country_iso
SG-NAT,Assistant accountant,33131,detailed,4264,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Assistant accountant,33131,detailed,4364,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Assistant civil/structural engineer,31001,detailed,4394,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Assistant civil/structural engineer,31001,detailed,4428,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Assistant electrical engineer,31002,detailed,4430,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Assistant electrical engineer,31002,detailed,4770,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Assistant electronics engineer,31003,detailed,4020,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Assistant electronics engineer,31003,detailed,4332,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Assistant manufacturing engineer,31006,detailed,3331,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Assistant manufacturing engineer,31006,detailed,3656,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Assistant mechanical engineer,31004,detailed,4022,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Assistant mechanical engineer,31004,detailed,4488,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Audio/Video equipment technician,31143,detailed,4030,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Audio/Video equipment technician,31143,detailed,4235,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Audit associate professional,33132,detailed,5600,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Audit associate professional,33132,detailed,5600,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Automation technician,31174,detailed,3254,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Automation technician,31174,detailed,3984,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Automotive engineering technician,31212,detailed,2950,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Automotive engineering technician,31212,detailed,3597,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Biological technician,31411,detailed,5107,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Biological technician,31411,detailed,5791,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Building technician,31122,detailed,3207,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Building technician,31122,detailed,3431,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Business development executive,33221,detailed,4920,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Business development executive,33221,detailed,5084,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Buyer,33231,detailed,4741,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Buyer,33231,detailed,4842,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Chef (excluding pastry chef),34341,detailed,3460,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Chef (excluding pastry chef),34341,detailed,3650,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,"Chemical engineering technician (excluding petroleum, natural gas and petrochemical)",31161,detailed,4107,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,"Chemical engineering technician (excluding petroleum, natural gas and petrochemical)",31161,detailed,5498,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Chemical engineering technician (petrochemical),31163,detailed,5038,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Chemical engineering technician (petrochemical),31163,detailed,8300,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Chemical engineering technician (petroleum/natural gas),31162,detailed,4942,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Chemical engineering technician (petroleum/natural gas),31162,detailed,5628,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Chemistry technician,31111,detailed,3600,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Chemistry technician,31111,detailed,4303,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Civil engineering technician,31121,detailed,2989,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Civil engineering technician,31121,detailed,3623,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Civil/Structural engineering draughtsperson,31183,detailed,4200,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Civil/Structural engineering draughtsperson,31183,detailed,4305,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Clearing/Forwarding agent,33311,detailed,4172,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Clearing/Forwarding agent,33311,detailed,4300,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Clinical research coordinator,31412,detailed,4729,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Clinical research coordinator,31412,detailed,4769,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Computer systems operator,35110,detailed,4979,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Computer systems operator,35110,detailed,5025,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Credit/Loans officer,33120,detailed,4826,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Credit/Loans officer,33120,detailed,4826,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Crewing executive (ship),33493,detailed,4895,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Crewing executive (ship),33493,detailed,5000,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Dental technician,32143,detailed,2978,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Dental technician,32143,detailed,2990,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Electrical engineering technician,31131,detailed,3868,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Electrical engineering technician,31131,detailed,4326,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Electrical/Electronics draughtsperson,31182,detailed,3850,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Electrical/Electronics draughtsperson,31182,detailed,4119,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Electronics engineering technician,31141,detailed,3665,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Electronics engineering technician,31141,detailed,3843,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Employment agent/Labour contractor,33330,detailed,4100,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Employment agent/Labour contractor,33330,detailed,4313,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Enrolled/Assistant nurse (excluding registered nurse),32200,detailed,3280,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Enrolled/Assistant nurse (excluding registered nurse),32200,detailed,3439,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Environmental inspector (environmental public health),32571,detailed,7418,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Environmental inspector (environmental public health),32571,detailed,7470,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Executive secretary,33494,detailed,5261,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Executive secretary,33494,detailed,5500,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Exhibition/Conference/Event planner,33320,detailed,4000,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Exhibition/Conference/Event planner,33320,detailed,4097,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Financial services back office administrator,33160,detailed,5529,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Financial services back office administrator,33160,detailed,5868,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Fire and safety inspector,31711,detailed,4697,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Fire and safety inspector,31711,detailed,4925,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Flight operations officer,31593,detailed,4663,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Flight operations officer,31593,detailed,4813,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Instrumentation technician,31144,detailed,4248,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Instrumentation technician,31144,detailed,4656,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Insurance sales agent/broker,33211,detailed,6013,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Insurance sales agent/broker,33211,detailed,6050,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Interior designer,34321,detailed,4000,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Interior designer,34321,detailed,4130,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,IT infrastructure technician,35121,detailed,5043,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,IT infrastructure technician,35121,detailed,5189,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,IT support technician,35123,detailed,4437,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,IT support technician,35123,detailed,4586,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Kitchen operations head/supervisor,34342,detailed,4386,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Kitchen operations head/supervisor,34342,detailed,4517,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Land surveying technician,31123,detailed,2960,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Land surveying technician,31123,detailed,3043,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Landscape operations officer,31602,detailed,3262,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Landscape operations officer,31602,detailed,3287,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Language instructor (extracurriculum),36201,detailed,4000,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Language instructor (extracurriculum),36201,detailed,4124,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Legal associate professional,34110,detailed,5590,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Legal associate professional,34110,detailed,5725,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Library officer,34331,detailed,2944,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Library officer,34331,detailed,2974,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Lift technician,31132,detailed,3678,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Lift technician,31132,detailed,4264,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Logistics/Production planner,33461,detailed,4257,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Logistics/Production planner,33461,detailed,4442,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
