admin_code,admin_level,region_name_en,region_name_ko,country_iso,wage_value,currency,wage_period,wage_measure,year,population,parent_admin_code,classification_system,data_availability,source,last_updated
KR-NAT,0,Whole country,전국,KR,4100,KRW_thousand,monthly,wage_total,2024,,,SGIS_SIDO,national,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
KR-NAT,0,Whole country,전국,KR,3517,KRW_thousand,monthly,regular_pay,2024,,,SGIS_SIDO,national,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
KR-NAT,0,Whole country,전국,KR,239,KRW_thousand,monthly,overtime_pay,2024,,,SGIS_SIDO,national,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
KR-NAT,0,Whole country,전국,KR,343,KRW_thousand,monthly,special_pay,2024,,,SGIS_SIDO,national,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
KR-NAT,0,Whole country,전국,KR,3757,KRW_thousand,monthly,monthly_pay,2024,,,SGIS_SIDO,national,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
11,1,Seoul,서울특별시,KR,4599,KRW_thousand,monthly,wage_total,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
11,1,Seoul,서울특별시,KR,3990,KRW_thousand,monthly,regular_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
11,1,Seoul,서울특별시,KR,178,KRW_thousand,monthly,overtime_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
11,1,Seoul,서울특별시,KR,431,KRW_thousand,monthly,special_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
11,1,Seoul,서울특별시,KR,4168,KRW_thousand,monthly,monthly_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
21,1,Busan,부산광역시,KR,3681,KRW_thousand,monthly,wage_total,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
21,1,Busan,부산광역시,KR,3354,KRW_thousand,monthly,regular_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
21,1,Busan,부산광역시,KR,134,KRW_thousand,monthly,overtime_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
21,1,Busan,부산광역시,KR,194,KRW_thousand,monthly,special_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
21,1,Busan,부산광역시,KR,3488,KRW_thousand,monthly,monthly_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
22,1,Daegu,대구광역시,KR,3462,KRW_thousand,monthly,wage_total,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
22,1,Daegu,대구광역시,KR,3021,KRW_thousand,monthly,regular_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
22,1,Daegu,대구광역시,KR,204,KRW_thousand,monthly,overtime_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
22,1,Daegu,대구광역시,KR,237,KRW_thousand,monthly,special_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
22,1,Daegu,대구광역시,KR,3225,KRW_thousand,monthly,monthly_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
23,1,Incheon,인천광역시,KR,3751,KRW_thousand,monthly,wage_total,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
23,1,Incheon,인천광역시,KR,3305,KRW_thousand,monthly,regular_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
23,1,Incheon,인천광역시,KR,227,KRW_thousand,monthly,overtime_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
23,1,Incheon,인천광역시,KR,220,KRW_thousand,monthly,special_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
23,1,Incheon,인천광역시,KR,3532,KRW_thousand,monthly,monthly_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
24,1,Gwangju,광주광역시,KR,3481,KRW_thousand,monthly,wage_total,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
24,1,Gwangju,광주광역시,KR,3098,KRW_thousand,monthly,regular_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
24,1,Gwangju,광주광역시,KR,182,KRW_thousand,monthly,overtime_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
24,1,Gwangju,광주광역시,KR,201,KRW_thousand,monthly,special_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
24,1,Gwangju,광주광역시,KR,3280,KRW_thousand,monthly,monthly_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
25,1,Daejeon,대전광역시,KR,3721,KRW_thousand,monthly,wage_total,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
25,1,Daejeon,대전광역시,KR,3380,KRW_thousand,monthly,regular_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
25,1,Daejeon,대전광역시,KR,153,KRW_thousand,monthly,overtime_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
25,1,Daejeon,대전광역시,KR,188,KRW_thousand,monthly,special_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
25,1,Daejeon,대전광역시,KR,3534,KRW_thousand,monthly,monthly_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
