"CAINC1 County personal income summary: personal income, population, per capita personal income"
"CAINC1 County personal income summary: personal income, population, per capita personal income"
County
GeoFIPS,GeoName,LineCode,Description,2024
48385,"Real, TX",2,Population (persons) 1,2772
48385,"Real, TX",3,Per capita personal income (dollars) 2,65001
48387,"Red River, TX",1,Personal income (thousands of dollars),664499
48387,"Red River, TX",2,Population (persons) 1,11696
48387,"Red River, TX",3,Per capita personal income (dollars) 2,56814
48389,"Reeves, TX",1,Personal income (thousands of dollars),1016705
48389,"Reeves, TX",2,Population (persons) 1,11956
48389,"Reeves, TX",3,Per capita personal income (dollars) 2,85037
48391,"Refugio, TX",1,Personal income (thousands of dollars),400776
48391,"Refugio, TX",2,Population (persons) 1,6739
48391,"Refugio, TX",3,Per capita personal income (dollars) 2,59471
48393,"Roberts, TX",1,Personal income (thousands of dollars),53952
48393,"Roberts, TX",2,Population (persons) 1,837
48393,"Roberts, TX",3,Per capita personal income (dollars) 2,64459
48395,"Robertson, TX",1,Personal income (thousands of dollars),1068474
48395,"Robertson, TX",2,Population (persons) 1,17659
48395,"Robertson, TX",3,Per capita personal income (dollars) 2,60506
48397,"Rockwall, TX",1,Personal income (thousands of dollars),10797301
48397,"Rockwall, TX",2,Population (persons) 1,137044
48397,"Rockwall, TX",3,Per capita personal income (dollars) 2,78787
48399,"Runnels, TX",1,Personal income (thousands of dollars),563556
48399,"Runnels, TX",2,Population (persons) 1,9751
48399,"Runnels, TX",3,Per capita personal income (dollars) 2,57795
48401,"Rusk, TX",1,Personal income (thousands of dollars),2577079
48401,"Rusk, TX",2,Population (persons) 1,53391
48401,"Rusk, TX",3,Per capita personal income (dollars) 2,48268
48403,"Sabine, TX",1,Personal income (thousands of dollars),501955
48403,"Sabine, TX",2,Population (persons) 1,10058
48403,"Sabine, TX",3,Per capita personal income (dollars) 2,49906
48405,"San Augustine, TX",1,Personal income (thousands of dollars),476912
48405,"San Augustine, TX",2,Population (persons) 1,7767
48405,"San Augustine, TX",3,Per capita personal income (dollars) 2,61402
48407,"San Jacinto, TX",1,Personal income (thousands of dollars),1419613
48407,"San Jacinto, TX",2,Population (persons) 1,29326
48407,"San Jacinto, TX",3,Per capita personal income (dollars) 2,48408
48409,"San Patricio, TX",1,Personal income (thousands of dollars),3906934
48409,"San Patricio, TX",2,Population (persons) 1,71467
48409,"San Patricio, TX",3,Per capita personal income (dollars) 2,54668
48411,"San Saba, TX",1,Personal income (thousands of dollars),284389
48411,"San Saba, TX",2,Population (persons) 1,5508
48411,"San Saba, TX",3,Per capita personal income (dollars) 2,51632
48413,"Schleicher, TX",1,Personal income (thousands of dollars),148679
48413,"Schleicher, TX",2,Population (persons) 1,2302
48413,"Schleicher, TX",3,Per capita personal income (dollars) 2,64587
48415,"Scurry, TX",1,Personal income (thousands of dollars),927543
48415,"Scurry, TX",2,Population (persons) 1,16211
48415,"Scurry, TX",3,Per capita personal income (dollars) 2,57217
48417,"Shackelford, TX",1,Personal income (thousands of dollars),315757
48417,"Shackelford, TX",2,Population (persons) 1,3169
48417,"Shackelford, TX",3,Per capita personal income (dollars) 2,99639
48419,"Shelby, TX",1,Personal income (thousands of dollars),1701681
48419,"Shelby, TX",2,Population (persons) 1,24192
48419,"Shelby, TX",3,Per capita personal income (dollars) 2,70341
48421,"Sherman, TX",1,Personal income (thousands of dollars),431820
48421,"Sherman, TX",2,Population (persons) 1,2771
48421,"Sherman, TX",3,Per capita personal income (dollars) 2,155835
48423,"Smith, TX",1,Personal income (thousands of dollars),17413416
48423,"Smith, TX",2,Population (persons) 1,249091
48423,"Smith, TX",3,Per capita personal income (dollars) 2,69908
48425,"Somervell, TX",1,Personal income (thousands of dollars),634683
48425,"Somervell, TX",2,Population (persons) 1,10098
48425,"Somervell, TX",3,Per capita personal income (dollars) 2,62852
48427,"Starr, TX",1,Personal income (thousands of dollars),2275963
48427,"Starr, TX",2,Population (persons) 1,66587
48427,"Starr, TX",3,Per capita personal income (dollars) 2,34180
48429,"Stephens, TX",1,Personal income (thousands of dollars),476252
48429,"Stephens, TX",2,Population (persons) 1,9475
48429,"Stephens, TX",3,Per capita personal income (dollars) 2,50264
48431,"Sterling, TX",1,Personal income (thousands of dollars),103145
48431,"Sterling, TX",2,Population (persons) 1,1387
48431,"Sterling, TX",3,Per capita personal income (dollars) 2,74366
48433,"Stonewall, TX",1,Personal income (thousands of dollars),114737
48433,"Stonewall, TX",2,Population (persons) 1,1235
48433,"Stonewall, TX",3,Per capita personal income (dollars) 2,92904
48435,"Sutton, TX",1,Personal income (thousands of dollars),225489
48435,"Sutton, TX",2,Population (persons) 1,3269
48435,"Sutton, TX",3,Per capita personal income (dollars) 2,68978
48437,"Swisher, TX",1,Personal income (thousands of dollars),560967
48437,"Swisher, TX",2,Population (persons) 1,6877
48437,"Swisher, TX",3,Per capita personal income (dollars) 2,81571
48439,"Tarrant, TX",1,Personal income (thousands of dollars),156006429
48439,"Tarrant, TX",2,Population (persons) 1,2230708
48439,"Tarrant, TX",3,Per capita personal income (dollars) 2,69936
48441,"Taylor, TX",1,Personal income (thousands of dollars),9180520
48441,"Taylor, TX",2,Population (persons) 1,148813
48441,"Taylor, TX",3,Per capita personal income (dollars) 2,61692
48443,"Terrell, TX",1,Personal income (thousands of dollars),46784
48443,"Terrell, TX",2,Population (persons) 1,718
48443,"Terrell, TX",3,Per capita personal income (dollars) 2,65159
48445,"Terry, TX",1,Personal income (thousands of dollars),551320
48445,"Terry, TX",2,Population (persons) 1,11602
48445,"Terry, TX",3,Per capita personal income (dollars) 2,47519
48447,"Throckmorton, TX",1,Personal income (thousands of dollars),78432
48447,"Throckmorton, TX",2,Population (persons) 1,1532
48447,"Throckmorton, TX",3,Per capita personal income (dollars) 2,51196
48449,"Titus, TX",1,Personal income (thousands of dollars),1724927
48449,"Titus, TX",2,Population (persons) 1,31547
48449,"Titus, TX",3,Per capita personal income (dollars) 2,54678
48451,"Tom Green, TX",1,Personal income (thousands of dollars),8117056
48451,"Tom Green, TX",2,Population (persons) 1,120103
48451,"Tom Green, TX",3,Per capita personal income (dollars) 2,67584
48453,"Travis, TX",1,Personal income (thousands of dollars),134937033
48453,"Travis, TX",2,Population (persons) 1,1363767
48453,"Travis, TX",3,Per capita personal income (dollars) 2,98944
48455,"Trinity, TX",1,Personal income (thousands of dollars),734986
48455,"Trinity, TX",2,Population (persons) 1,14489
48455,"Trinity, TX",3,Per capita personal income (dollars) 2,50727
48457,"Tyler, TX",1,Personal income (thousands of dollars),965706
48457,"Tyler, TX",2,Population (persons) 1,20560
48457,"Tyler, TX",3,Per capita personal income (dollars) 2,46970
48459,"Upshur, TX",1,Personal income (thousands of dollars),2121173
48459,"Upshur, TX",2,Population (persons) 1,44050
48459,"Upshur, TX",3,Per capita personal income (dollars) 2,48154
48461,"Upton, TX",1,Personal income (thousands of dollars),300353
48461,"Upton, TX",2,Population (persons) 1,3128
48461,"Upton, TX",3,Per capita personal income (dollars) 2,96021
48463,"Uvalde, TX",1,Personal income (thousands of dollars),1415074
48463,"Uvalde, TX",2,Population (persons) 1,25138
48463,"Uvalde, TX",3,Per capita personal income (dollars) 2,56292
48465,"Val Verde, TX",1,Personal income (thousands of dollars),2499168
48465,"Val Verde, TX",2,Population (persons) 1,47999
48465,"Val Verde, TX",3,Per capita personal income (dollars) 2,52067
48467,"Van Zandt, TX",1,Personal income (thousands of dollars),3242076
48467,"Van Zandt, TX",2,Population (persons) 1,65304
48467,"Van Zandt, TX",3,Per capita personal income (dollars) 2,49646
48469,"Victoria, TX",1,Personal income (thousands of dollars),5607804
48469,"Victoria, TX",2,Population (persons) 1,91949
48469,"Victoria, TX",3,Per capita personal income (dollars) 2,60988
48471,"Walker, TX",1,Personal income (thousands of dollars),3091120
48471,"Walker, TX",2,Population (persons) 1,83722
48471,"Walker, TX",3,Per capita personal income (dollars) 2,36921
48473,"Waller, TX",1,Personal income (thousands of dollars),3582841
48473,"Waller, TX",2,Population (persons) 1,65109
48473,"Waller, TX",3,Per capita personal income (dollars) 2,55028
48475,"Ward, TX",1,Personal income (thousands of dollars),840353
48475,"Ward, TX",2,Population (persons) 1,11038
48475,"Ward, TX",3,Per capita personal income (dollars) 2,76133
48477,"Washington, TX",1,Personal income (thousands of dollars),2747251
48477,"Washington, TX",2,Population (persons) 1,37810
48477,"Washington, TX",3,Per capita personal income (dollars) 2,72659
48479,"Webb, TX",1,Personal income (thousands of dollars),12058710
48479,"Webb, TX",2,Population (persons) 1,272823
48479,"Webb, TX",3,Per capita personal income (dollars) 2,44200
48481,"Wharton, TX",1,Personal income (thousands of dollars),2456733
48481,"Wharton, TX",2,Population (persons) 1,42035
48481,"Wharton, TX",3,Per capita personal income (dollars) 2,58445
48483,"Wheeler, TX",1,Personal income (thousands of dollars),257265
48483,"Wheeler, TX",2,Population (persons) 1,4824
48483,"Wheeler, TX",3,Per capita personal income (dollars) 2,53330
48485,"Wichita, TX",1,Personal income (thousands of dollars),7520175
48485,"Wichita, TX",2,Population (persons) 1,129984
48485,"Wichita, TX",3,Per capita personal income (dollars) 2,57855
48487,"Wilbarger, TX",1,Personal income (thousands of dollars),845104
48487,"Wilbarger, TX",2,Population (persons) 1,12455
48487,"Wilbarger, TX",3,Per capita personal income (dollars) 2,67853
48489,"Willacy, TX",1,Personal income (thousands of dollars),744635
48489,"Willacy, TX",2,Population (persons) 1,20027
48489,"Willacy, TX",3,Per capita personal income (dollars) 2,37182
48491,"Williamson, TX",1,Personal income (thousands of dollars),55401609
48491,"Williamson, TX",2,Population (persons) 1,727480
48491,"Williamson, TX",3,Per capita personal income (dollars) 2,76156
48493,"Wilson, TX",1,Personal income (thousands of dollars),3400984
48493,"Wilson, TX",2,Population (persons) 1,55415
48493,"Wilson, TX",3,Per capita personal income (dollars) 2,61373
48495,"Winkler, TX",1,Personal income (thousands of dollars),633101
48495,"Winkler, TX",2,Population (persons) 1,7381
48495,"Winkler, TX",3,Per capita personal income (dollars) 2,85774
48497,"Wise, TX",1,Personal income (thousands of dollars),4883893
48497,"Wise, TX",2,Population (persons) 1,81275
48497,"Wise, TX",3,Per capita personal income (dollars) 2,60091
48499,"Wood, TX",1,Personal income (thousands of dollars),2589038
48499,"Wood, TX",2,Population (persons) 1,48742
48499,"Wood, TX",3,Per capita personal income (dollars) 2,53117
48501,"Yoakum, TX",1,Personal income (thousands of dollars),451473
48501,"Yoakum, TX",2,Population (persons) 1,7581
48501,"Yoakum, TX",3,Per capita personal income (dollars) 2,59553
48503,"Young, TX",1,Personal income (thousands of dollars),1289292
48503,"Young, TX",2,Population (persons) 1,18236
48503,"Young, TX",3,Per capita personal income (dollars) 2,70700
48505,"Zapata, TX",1,Personal income (thousands of dollars),478371
48505,"Zapata, TX",2,Population (persons) 1,13819
48505,"Zapata, TX",3,Per capita personal income (dollars) 2,34617
48507,"Zavala, TX",1,Personal income (thousands of dollars),419357
48507,"Zavala, TX",2,Population (persons) 1,9209
48507,"Zavala, TX",3,Per capita personal income (dollars) 2,45538
49001,"Beaver, UT",1,Personal income (thousands of dollars),290867
49001,"Beaver, UT",2,Population (persons) 1,7424
49001,"Beaver, UT",3,Per capita personal income (dollars) 2,39179
49003,"Box Elder, UT",1,Personal income (thousands of dollars),3343104
49003,"Box Elder, UT",2,Population (persons) 1,64120
49003,"Box Elder, UT",3,Per capita personal income (dollars) 2,52138
49005,"Cache, UT",1,Personal income (thousands of dollars),7838880
49005,"Cache, UT",2,Population (persons) 1,145487
49005,"Cache, UT",3,Per capita personal income (dollars) 2,53880
49007,"Carbon, UT",1,Personal income (thousands of dollars),1104408
49007,"Carbon, UT",2,Population (persons) 1,20613
49007,"Carbon, UT",3,Per capita personal income (dollars) 2,53578
49009,"Daggett, UT",1,Personal income (thousands of dollars),55761
49009,"Daggett, UT",2,Population (persons) 1,956
49009,"Daggett, UT",3,Per capita personal income (dollars) 2,58327
49011,"Davis, UT",1,Personal income (thousands of dollars),24689293
49011,"Davis, UT",2,Population (persons) 1,378470
49011,"Davis, UT",3,Per capita personal income (dollars) 2,65234
49013,"Duchesne, UT",1,Personal income (thousands of dollars),1152934
49013,"Duchesne, UT",2,Population (persons) 1,20803
49013,"Duchesne, UT",3,Per capita personal income (dollars) 2,55422
49015,"Emery, UT",1,Personal income (thousands of dollars),450045
49015,"Emery, UT",2,Population (persons) 1,10161
49015,"Emery, UT",3,Per capita personal income (dollars) 2,44291
49017,"Garfield, UT",1,Personal income (thousands of dollars),283921
49017,"Garfield, UT",2,Population (persons) 1,5290
49017,"Garfield, UT",3,Per capita personal income (dollars) 2,53671
49019,"Grand, UT",1,Personal income (thousands of dollars),796543
49019,"Grand, UT",2,Population (persons) 1,9788
49019,"Grand, UT",3,Per capita personal income (dollars) 2,81380
49021,"Iron, UT",1,Personal income (thousands of dollars),2999967
49021,"Iron, UT",2,Population (persons) 1,65936
49021,"Iron, UT",3,Per capita personal income (dollars) 2,45498
49023,"Juab, UT",1,Personal income (thousands of dollars),697605
49023,"Juab, UT",2,Population (persons) 1,13297
49023,"Juab, UT",3,Per capita personal income (dollars) 2,52463
49025,"Kane, UT",1,Personal income (thousands of dollars),488774
49025,"Kane, UT",2,Population (persons) 1,8525
49025,"Kane, UT",3,Per capita personal income (dollars) 2,57334
49027,"Millard, UT",1,Personal income (thousands of dollars),750753
49027,"Millard, UT",2,Population (persons) 1,13572
49027,"Millard, UT",3,Per capita personal income (dollars) 2,55316
49029,"Morgan, UT",1,Personal income (thousands of dollars),972659
49029,"Morgan, UT",2,Population (persons) 1,13093
49029,"Morgan, UT",3,Per capita personal income (dollars) 2,74288
49031,"Piute, UT",1,Personal income (thousands of dollars),115889
49031,"Piute, UT",2,Population (persons) 1,1534
49031,"Piute, UT",3,Per capita personal income (dollars) 2,75547
49033,"Rich, UT",1,Personal income (thousands of dollars),165343
49033,"Rich, UT",2,Population (persons) 1,2752
49033,"Rich, UT",3,Per capita personal income (dollars) 2,60081
49035,"Salt Lake, UT",1,Personal income (thousands of dollars),91748267
49035,"Salt Lake, UT",2,Population (persons) 1,1216274
49035,"Salt Lake, UT",3,Per capita personal income (dollars) 2,75434
49037,"San Juan, UT",1,Personal income (thousands of dollars),583629
49037,"San Juan, UT",2,Population (persons) 1,14601
49037,"San Juan, UT",3,Per capita personal income (dollars) 2,39972
49039,"Sanpete, UT",1,Personal income (thousands of dollars),1451359
49039,"Sanpete, UT",2,Population (persons) 1,30732
49039,"Sanpete, UT",3,Per capita personal income (dollars) 2,47226
49041,"Sevier, UT",1,Personal income (thousands of dollars),1101609
49041,"Sevier, UT",2,Population (persons) 1,22520
49041,"Sevier, UT",3,Per capita personal income (dollars) 2,48917
49043,"Summit, UT",1,Personal income (thousands of dollars),12092488
49043,"Summit, UT",2,Population (persons) 1,43109
49043,"Summit, UT",3,Per capita personal income (dollars) 2,280510
49045,"Tooele, UT",1,Personal income (thousands of dollars),4350587
49045,"Tooele, UT",2,Population (persons) 1,84488
49045,"Tooele, UT",3,Per capita personal income (dollars) 2,51494
49047,"Uintah, UT",1,Personal income (thousands of dollars),1717686
49047,"Uintah, UT",2,Population (persons) 1,38307
49047,"Uintah, UT",3,Per capita personal income (dollars) 2,44840
49049,"Utah, UT",1,Personal income (thousands of dollars),44572939
49049,"Utah, UT",2,Population (persons) 1,747234
49049,"Utah, UT",3,Per capita personal income (dollars) 2,59651
49051,"Wasatch, UT",1,Personal income (thousands of dollars),3688442
49051,"Wasatch, UT",2,Population (persons) 1,37858
49051,"Wasatch, UT",3,Per capita personal income (dollars) 2,97428
49053,"Washington, UT",1,Personal income (thousands of dollars),12070405
49053,"Washington, UT",2,Population (persons) 1,207943
49053,"Washington, UT",3,Per capita personal income (dollars) 2,58047
49055,"Wayne, UT",1,Personal income (thousands of dollars),157582
49055,"Wayne, UT",2,Population (persons) 1,2608
49055,"Wayne, UT",3,Per capita personal income (dollars) 2,60423
49057,"Weber, UT",1,Personal income (thousands of dollars),16175647
49057,"Weber, UT",2,Population (persons) 1,276118
49057,"Weber, UT",3,Per capita personal income (dollars) 2,58582
50001,"Addison, VT",1,Personal income (thousands of dollars),2608418
50001,"Addison, VT",2,Population (persons) 1,38047
50001,"Addison, VT",3,Per capita personal income (dollars) 2,68558
50003,"Bennington, VT",1,Personal income (thousands of dollars),2616767
50003,"Bennington, VT",2,Population (persons) 1,37039
50003,"Bennington, VT",3,Per capita personal income (dollars) 2,70649
50005,"Caledonia, VT",1,Personal income (thousands of dollars),1747562
50005,"Caledonia, VT",2,Population (persons) 1,30535
50005,"Caledonia, VT",3,Per capita personal income (dollars) 2,57231
50007,"Chittenden, VT",1,Personal income (thousands of dollars),13759226
50007,"Chittenden, VT",2,Population (persons) 1,170851
50007,"Chittenden, VT",3,Per capita personal income (dollars) 2,80533
50009,"Essex, VT",1,Personal income (thousands of dollars),306150
50009,"Essex, VT",2,Population (persons) 1,6037
50009,"Essex, VT",3,Per capita personal income (dollars) 2,50712
50011,"Franklin, VT",1,Personal income (thousands of dollars),3096086
50011,"Franklin, VT",2,Population (persons) 1,51066
50011,"Franklin, VT",3,Per capita personal income (dollars) 2,60629
50013,"Grand Isle, VT",1,Personal income (thousands of dollars),597222
50013,"Grand Isle, VT",2,Population (persons) 1,7528
50013,"Grand Isle, VT",3,Per capita personal income (dollars) 2,79333
50015,"Lamoille, VT",1,Personal income (thousands of dollars),1880064
50015,"Lamoille, VT",2,Population (persons) 1,26248
50015,"Lamoille, VT",3,Per capita personal income (dollars) 2,71627
50017,"Orange, VT",1,Personal income (thousands of dollars),1898329
50017,"Orange, VT",2,Population (persons) 1,30050
50017,"Orange, VT",3,Per capita personal income (dollars) 2,63172
50019,"Orleans, VT",1,Personal income (thousands of dollars),1633275
50019,"Orleans, VT",2,Population (persons) 1,27726
50019,"Orleans, VT",3,Per capita personal income (dollars) 2,58908
50021,"Rutland, VT",1,Personal income (thousands of dollars),3994789
50021,"Rutland, VT",2,Population (persons) 1,60198
50021,"Rutland, VT",3,Per capita personal income (dollars) 2,66361
50023,"Washington, VT",1,Personal income (thousands of dollars),4756854
50023,"Washington, VT",2,Population (persons) 1,59844
50023,"Washington, VT",3,Per capita personal income (dollars) 2,79488
50025,"Windham, VT",1,Personal income (thousands of dollars),2889620
50025,"Windham, VT",2,Population (persons) 1,45627
50025,"Windham, VT",3,Per capita personal income (dollars) 2,63331
50027,"Windsor, VT",1,Personal income (thousands of dollars),4444898
50027,"Windsor, VT",2,Population (persons) 1,57697
50027,"Windsor, VT",3,Per capita personal income (dollars) 2,77039
51001,"Accomack, VA",1,Personal income (thousands of dollars),1870945
51001,"Accomack, VA",2,Population (persons) 1,33411
51001,"Accomack, VA",3,Per capita personal income (dollars) 2,55998
51007,"Amelia, VA",1,Personal income (thousands of dollars),774786
51007,"Amelia, VA",2,Population (persons) 1,13716
51007,"Amelia, VA",3,Per capita personal income (dollars) 2,56488
51009,"Amherst, VA",1,Personal income (thousands of dollars),1545119
51009,"Amherst, VA",2,Population (persons) 1,31650
51009,"Amherst, VA",3,Per capita personal income (dollars) 2,48819
51011,"Appomattox, VA",1,Personal income (thousands of dollars),837403
51011,"Appomattox, VA",2,Population (persons) 1,16957
51011,"Appomattox, VA",3,Per capita personal income (dollars) 2,49384
51013,"Arlington, VA",1,Personal income (thousands of dollars),31564317
51013,"Arlington, VA",2,Population (persons) 1,239807
51013,"Arlington, VA",3,Per capita personal income (dollars) 2,131624
51017,"Bath, VA",1,Personal income (thousands of dollars),344904
51017,"Bath, VA",2,Population (persons) 1,4071
51017,"Bath, VA",3,Per capita personal income (dollars) 2,84722
51019,"Bedford, VA*",1,Personal income (thousands of dollars),4936811
51019,"Bedford, VA*",2,Population (persons) 1,82182
51019,"Bedford, VA*",3,Per capita personal income (dollars) 2,60072
51021,"Bland, VA",1,Personal income (thousands of dollars),307562
51021,"Bland, VA",2,Population (persons) 1,6186
51021,"Bland, VA",3,Per capita personal income (dollars) 2,49719
51023,"Botetourt, VA",1,Personal income (thousands of dollars),2279772
51023,"Botetourt, VA",2,Population (persons) 1,34129
51023,"Botetourt, VA",3,Per capita personal income (dollars) 2,66799
51025,"Brunswick, VA",1,Personal income (thousands of dollars),747699
51025,"Brunswick, VA",2,Population (persons) 1,15750
51025,"Brunswick, VA",3,Per capita personal income (dollars) 2,47473
51027,"Buchanan, VA",1,Personal income (thousands of dollars),977531
51027,"Buchanan, VA",2,Population (persons) 1,18632
51027,"Buchanan, VA",3,Per capita personal income (dollars) 2,52465
51029,"Buckingham, VA",1,Personal income (thousands of dollars),706321
51029,"Buckingham, VA",2,Population (persons) 1,17115
51029,"Buckingham, VA",3,Per capita personal income (dollars) 2,41269
51033,"Caroline, VA",1,Personal income (thousands of dollars),1903008
51033,"Caroline, VA",2,Population (persons) 1,33477
51033,"Caroline, VA",3,Per capita personal income (dollars) 2,56845
51036,"Charles City, VA",1,Personal income (thousands of dollars),449955
51036,"Charles City, VA",2,Population (persons) 1,6564
51036,"Charles City, VA",3,Per capita personal income (dollars) 2,68549
51037,"Charlotte, VA",1,Personal income (thousands of dollars),554868
51037,"Charlotte, VA",2,Population (persons) 1,11258
51037,"Charlotte, VA",3,Per capita personal income (dollars) 2,49287
51041,"Chesterfield, VA",1,Personal income (thousands of dollars),27043021
51041,"Chesterfield, VA",2,Population (persons) 1,389793
51041,"Chesterfield, VA",3,Per capita personal income (dollars) 2,69378
51043,"Clarke, VA",1,Personal income (thousands of dollars),1344557
51043,"Clarke, VA",2,Population (persons) 1,15598
51043,"Clarke, VA",3,Per capita personal income (dollars) 2,86201
51045,"Craig, VA",1,Personal income (thousands of dollars),254548
51045,"Craig, VA",2,Population (persons) 1,4829
51045,"Craig, VA",3,Per capita personal income (dollars) 2,52712
51047,"Culpeper, VA",1,Personal income (thousands of dollars),3523843
51047,"Culpeper, VA",2,Population (persons) 1,56125
51047,"Culpeper, VA",3,Per capita personal income (dollars) 2,62786
51049,"Cumberland, VA",1,Personal income (thousands of dollars),510285
51049,"Cumberland, VA",2,Population (persons) 1,10062
51049,"Cumberland, VA",3,Per capita personal income (dollars) 2,50714
51051,"Dickenson, VA",1,Personal income (thousands of dollars),624777
51051,"Dickenson, VA",2,Population (persons) 1,13411
51051,"Dickenson, VA",3,Per capita personal income (dollars) 2,46587
51057,"Essex, VA",1,Personal income (thousands of dollars),628818
51057,"Essex, VA",2,Population (persons) 1,10683
51057,"Essex, VA",3,Per capita personal income (dollars) 2,58862
51061,"Fauquier, VA",1,Personal income (thousands of dollars),6873136
51061,"Fauquier, VA",2,Population (persons) 1,75865
51061,"Fauquier, VA",3,Per capita personal income (dollars) 2,90597
51063,"Floyd, VA",1,Personal income (thousands of dollars),856647
51063,"Floyd, VA",2,Population (persons) 1,15658
51063,"Floyd, VA",3,Per capita personal income (dollars) 2,54710
51065,"Fluvanna, VA",1,Personal income (thousands of dollars),1743442
51065,"Fluvanna, VA",2,Population (persons) 1,28746
51065,"Fluvanna, VA",3,Per capita personal income (dollars) 2,60650
51067,"Franklin, VA",1,Personal income (thousands of dollars),3240971
51067,"Franklin, VA",2,Population (persons) 1,55637
51067,"Franklin, VA",3,Per capita personal income (dollars) 2,58252
51071,"Giles, VA",1,Personal income (thousands of dollars),911821
51071,"Giles, VA",2,Population (persons) 1,16533
51071,"Giles, VA",3,Per capita personal income (dollars) 2,55152
51073,"Gloucester, VA",1,Personal income (thousands of dollars),2597290
51073,"Gloucester, VA",2,Population (persons) 1,40154
51073,"Gloucester, VA",3,Per capita personal income (dollars) 2,64683
51075,"Goochland, VA",1,Personal income (thousands of dollars),3685112
51075,"Goochland, VA",2,Population (persons) 1,28223
51075,"Goochland, VA",3,Per capita personal income (dollars) 2,130571
51077,"Grayson, VA",1,Personal income (thousands of dollars),659761
51077,"Grayson, VA",2,Population (persons) 1,15265
51077,"Grayson, VA",3,Per capita personal income (dollars) 2,43221
51079,"Greene, VA",1,Personal income (thousands of dollars),1279011
51079,"Greene, VA",2,Population (persons) 1,21744
51079,"Greene, VA",3,Per capita personal income (dollars) 2,58821
51083,"Halifax, VA",1,Personal income (thousands of dollars),1648976
51083,"Halifax, VA",2,Population (persons) 1,33448
51083,"Halifax, VA",3,Per capita personal income (dollars) 2,49300
51085,"Hanover, VA",1,Personal income (thousands of dollars),9401480
51085,"Hanover, VA",2,Population (persons) 1,115309
51085,"Hanover, VA",3,Per capita personal income (dollars) 2,81533
51087,"Henrico, VA",1,Personal income (thousands of dollars),27452506
51087,"Henrico, VA",2,Population (persons) 1,338696
51087,"Henrico, VA",3,Per capita personal income (dollars) 2,81054
51091,"Highland, VA",1,Personal income (thousands of dollars),129665
51091,"Highland, VA",2,Population (persons) 1,2348
51091,"Highland, VA",3,Per capita personal income (dollars) 2,55224
51093,"Isle of Wight, VA",1,Personal income (thousands of dollars),2895166
51093,"Isle of Wight, VA",2,Population (persons) 1,40942
51093,"Isle of Wight, VA",3,Per capita personal income (dollars) 2,70714
51097,"King and Queen, VA",1,Personal income (thousands of dollars),437750
51097,"King and Queen, VA",2,Population (persons) 1,6747
51097,"King and Queen, VA",3,Per capita personal income (dollars) 2,64881
51099,"King George, VA",1,Personal income (thousands of dollars),2006219
51099,"King George, VA",2,Population (persons) 1,28816
51099,"King George, VA",3,Per capita personal income (dollars) 2,69622
51101,"King William, VA",1,Personal income (thousands of dollars),1187656
51101,"King William, VA",2,Population (persons) 1,19232
51101,"King William, VA",3,Per capita personal income (dollars) 2,61754
51103,"Lancaster, VA",1,Personal income (thousands of dollars),945654
51103,"Lancaster, VA",2,Population (persons) 1,11062
51103,"Lancaster, VA",3,Per capita personal income (dollars) 2,85487
51105,"Lee, VA",1,Personal income (thousands of dollars),940742
51105,"Lee, VA",2,Population (persons) 1,21780
51105,"Lee, VA",3,Per capita personal income (dollars) 2,43193
51107,"Loudoun, VA",1,Personal income (thousands of dollars),47224510
51107,"Loudoun, VA",2,Population (persons) 1,443380
51107,"Loudoun, VA",3,Per capita personal income (dollars) 2,106510
51109,"Louisa, VA",1,Personal income (thousands of dollars),2294186
51109,"Louisa, VA",2,Population (persons) 1,42109
51109,"Louisa, VA",3,Per capita personal income (dollars) 2,54482
51111,"Lunenburg, VA",1,Personal income (thousands of dollars),517792
51111,"Lunenburg, VA",2,Population (persons) 1,12060
51111,"Lunenburg, VA",3,Per capita personal income (dollars) 2,42935
51113,"Madison, VA",1,Personal income (thousands of dollars),909098
51113,"Madison, VA",2,Population (persons) 1,14252
51113,"Madison, VA",3,Per capita personal income (dollars) 2,63787
51115,"Mathews, VA",1,Personal income (thousands of dollars),658643
51115,"Mathews, VA",2,Population (persons) 1,8602
51115,"Mathews, VA",3,Per capita personal income (dollars) 2,76569
51117,"Mecklenburg, VA",1,Personal income (thousands of dollars),1599162
51117,"Mecklenburg, VA",2,Population (persons) 1,30824
51117,"Mecklenburg, VA",3,Per capita personal income (dollars) 2,51880
51119,"Middlesex, VA",1,Personal income (thousands of dollars),774881
51119,"Middlesex, VA",2,Population (persons) 1,10949
51119,"Middlesex, VA",3,Per capita personal income (dollars) 2,70772
51125,"Nelson, VA",1,Personal income (thousands of dollars),1059847
51125,"Nelson, VA",2,Population (persons) 1,14766
51125,"Nelson, VA",3,Per capita personal income (dollars) 2,71776
51127,"New Kent, VA",1,Personal income (thousands of dollars),3498699
51127,"New Kent, VA",2,Population (persons) 1,27218
51127,"New Kent, VA",3,Per capita personal income (dollars) 2,128544
51131,"Northampton, VA",1,Personal income (thousands of dollars),846035
51131,"Northampton, VA",2,Population (persons) 1,12004
51131,"Northampton, VA",3,Per capita personal income (dollars) 2,70479
51133,"Northumberland, VA",1,Personal income (thousands of dollars),865529
51133,"Northumberland, VA",2,Population (persons) 1,12397
51133,"Northumberland, VA",3,Per capita personal income (dollars) 2,69818
