"CAINC1 County personal income summary: personal income, population, per capita personal income"
"CAINC1 County personal income summary: personal income, population, per capita personal income"
County
GeoFIPS,GeoName,LineCode,Description,2024
36069,"Ontario, NY",1,Personal income (thousands of dollars),7739007
36069,"Ontario, NY",2,Population (persons) 1,113012
36069,"Ontario, NY",3,Per capita personal income (dollars) 2,68480
36071,"Orange, NY",1,Personal income (thousands of dollars),26005210
36071,"Orange, NY",2,Population (persons) 1,411767
36071,"Orange, NY",3,Per capita personal income (dollars) 2,63155
36073,"Orleans, NY",1,Personal income (thousands of dollars),2027645
36073,"Orleans, NY",2,Population (persons) 1,39686
36073,"Orleans, NY",3,Per capita personal income (dollars) 2,51092
36075,"Oswego, NY",1,Personal income (thousands of dollars),6231698
36075,"Oswego, NY",2,Population (persons) 1,118305
36075,"Oswego, NY",3,Per capita personal income (dollars) 2,52675
36077,"Otsego, NY",1,Personal income (thousands of dollars),3412522
36077,"Otsego, NY",2,Population (persons) 1,60524
36077,"Otsego, NY",3,Per capita personal income (dollars) 2,56383
36079,"Putnam, NY",1,Personal income (thousands of dollars),8705241
36079,"Putnam, NY",2,Population (persons) 1,98409
36079,"Putnam, NY",3,Per capita personal income (dollars) 2,88460
36081,"Queens, NY",1,Personal income (thousands of dollars),144438603
36081,"Queens, NY",2,Population (persons) 1,2316841
36081,"Queens, NY",3,Per capita personal income (dollars) 2,62343
36083,"Rensselaer, NY",1,Personal income (thousands of dollars),10366823
36083,"Rensselaer, NY",2,Population (persons) 1,160749
36083,"Rensselaer, NY",3,Per capita personal income (dollars) 2,64491
36085,"Richmond, NY",1,Personal income (thousands of dollars),34253527
36085,"Richmond, NY",2,Population (persons) 1,498212
36085,"Richmond, NY",3,Per capita personal income (dollars) 2,68753
36087,"Rockland, NY",1,Personal income (thousands of dollars),25390185
36087,"Rockland, NY",2,Population (persons) 1,348144
36087,"Rockland, NY",3,Per capita personal income (dollars) 2,72930
36089,"St. Lawrence, NY",1,Personal income (thousands of dollars),5406756
36089,"St. Lawrence, NY",2,Population (persons) 1,106198
36089,"St. Lawrence, NY",3,Per capita personal income (dollars) 2,50912
36091,"Saratoga, NY",1,Personal income (thousands of dollars),20871140
36091,"Saratoga, NY",2,Population (persons) 1,240360
36091,"Saratoga, NY",3,Per capita personal income (dollars) 2,86833
36093,"Schenectady, NY",1,Personal income (thousands of dollars),10325522
36093,"Schenectady, NY",2,Population (persons) 1,162261
36093,"Schenectady, NY",3,Per capita personal income (dollars) 2,63635
36095,"Schoharie, NY",1,Personal income (thousands of dollars),1688508
36095,"Schoharie, NY",2,Population (persons) 1,30151
36095,"Schoharie, NY",3,Per capita personal income (dollars) 2,56002
36097,"Schuyler, NY",1,Personal income (thousands of dollars),951842
36097,"Schuyler, NY",2,Population (persons) 1,17121
36097,"Schuyler, NY",3,Per capita personal income (dollars) 2,55595
36099,"Seneca, NY",1,Personal income (thousands of dollars),1701894
36099,"Seneca, NY",2,Population (persons) 1,32650
36099,"Seneca, NY",3,Per capita personal income (dollars) 2,52125
36101,"Steuben, NY",1,Personal income (thousands of dollars),5448953
36101,"Steuben, NY",2,Population (persons) 1,92015
36101,"Steuben, NY",3,Per capita personal income (dollars) 2,59218
36103,"Suffolk, NY",1,Personal income (thousands of dollars),141477402
36103,"Suffolk, NY",2,Population (persons) 1,1535909
36103,"Suffolk, NY",3,Per capita personal income (dollars) 2,92113
36105,"Sullivan, NY",1,Personal income (thousands of dollars),4877502
36105,"Sullivan, NY",2,Population (persons) 1,80450
36105,"Sullivan, NY",3,Per capita personal income (dollars) 2,60628
36107,"Tioga, NY",1,Personal income (thousands of dollars),2750472
36107,"Tioga, NY",2,Population (persons) 1,47574
36107,"Tioga, NY",3,Per capita personal income (dollars) 2,57815
36109,"Tompkins, NY",1,Personal income (thousands of dollars),5965420
36109,"Tompkins, NY",2,Population (persons) 1,105602
36109,"Tompkins, NY",3,Per capita personal income (dollars) 2,56490
36111,"Ulster, NY",1,Personal income (thousands of dollars),12641910
36111,"Ulster, NY",2,Population (persons) 1,182977
36111,"Ulster, NY",3,Per capita personal income (dollars) 2,69090
36113,"Warren, NY",1,Personal income (thousands of dollars),4585518
36113,"Warren, NY",2,Population (persons) 1,65288
36113,"Warren, NY",3,Per capita personal income (dollars) 2,70235
36115,"Washington, NY",1,Personal income (thousands of dollars),3222176
36115,"Washington, NY",2,Population (persons) 1,59839
36115,"Washington, NY",3,Per capita personal income (dollars) 2,53847
36117,"Wayne, NY",1,Personal income (thousands of dollars),5489759
36117,"Wayne, NY",2,Population (persons) 1,90757
36117,"Wayne, NY",3,Per capita personal income (dollars) 2,60489
36119,"Westchester, NY",1,Personal income (thousands of dollars),137298028
36119,"Westchester, NY",2,Population (persons) 1,1006447
36119,"Westchester, NY",3,Per capita personal income (dollars) 2,136419
36121,"Wyoming, NY",1,Personal income (thousands of dollars),2121360
36121,"Wyoming, NY",2,Population (persons) 1,39588
36121,"Wyoming, NY",3,Per capita personal income (dollars) 2,53586
36123,"Yates, NY",1,Personal income (thousands of dollars),1332787
36123,"Yates, NY",2,Population (persons) 1,24387
36123,"Yates, NY",3,Per capita personal income (dollars) 2,54652
37001,"Alamance, NC",1,Personal income (thousands of dollars),9924050
37001,"Alamance, NC",2,Population (persons) 1,183040
37001,"Alamance, NC",3,Per capita personal income (dollars) 2,54218
37003,"Alexander, NC",1,Personal income (thousands of dollars),1961567
37003,"Alexander, NC",2,Population (persons) 1,36693
37003,"Alexander, NC",3,Per capita personal income (dollars) 2,53459
37005,"Alleghany, NC",1,Personal income (thousands of dollars),589536
37005,"Alleghany, NC",2,Population (persons) 1,11379
37005,"Alleghany, NC",3,Per capita personal income (dollars) 2,51809
37007,"Anson, NC",1,Personal income (thousands of dollars),1243876
37007,"Anson, NC",2,Population (persons) 1,22432
37007,"Anson, NC",3,Per capita personal income (dollars) 2,55451
37009,"Ashe, NC",1,Personal income (thousands of dollars),1403912
37009,"Ashe, NC",2,Population (persons) 1,27266
37009,"Ashe, NC",3,Per capita personal income (dollars) 2,51489
37011,"Avery, NC",1,Personal income (thousands of dollars),959921
37011,"Avery, NC",2,Population (persons) 1,17811
37011,"Avery, NC",3,Per capita personal income (dollars) 2,53895
37013,"Beaufort, NC",1,Personal income (thousands of dollars),2764162
37013,"Beaufort, NC",2,Population (persons) 1,44576
37013,"Beaufort, NC",3,Per capita personal income (dollars) 2,62010
37015,"Bertie, NC",1,Personal income (thousands of dollars),912220
37015,"Bertie, NC",2,Population (persons) 1,16939
37015,"Bertie, NC",3,Per capita personal income (dollars) 2,53853
37017,"Bladen, NC",1,Personal income (thousands of dollars),1618428
37017,"Bladen, NC",2,Population (persons) 1,29777
37017,"Bladen, NC",3,Per capita personal income (dollars) 2,54352
37019,"Brunswick, NC",1,Personal income (thousands of dollars),10738965
37019,"Brunswick, NC",2,Population (persons) 1,167112
37019,"Brunswick, NC",3,Per capita personal income (dollars) 2,64262
37021,"Buncombe, NC",1,Personal income (thousands of dollars),19718708
37021,"Buncombe, NC",2,Population (persons) 1,279210
37021,"Buncombe, NC",3,Per capita personal income (dollars) 2,70623
37023,"Burke, NC",1,Personal income (thousands of dollars),4519859
37023,"Burke, NC",2,Population (persons) 1,88545
37023,"Burke, NC",3,Per capita personal income (dollars) 2,51046
37025,"Cabarrus, NC",1,Personal income (thousands of dollars),14968044
37025,"Cabarrus, NC",2,Population (persons) 1,244925
37025,"Cabarrus, NC",3,Per capita personal income (dollars) 2,61113
37027,"Caldwell, NC",1,Personal income (thousands of dollars),4086261
37027,"Caldwell, NC",2,Population (persons) 1,80739
37027,"Caldwell, NC",3,Per capita personal income (dollars) 2,50611
37029,"Camden, NC",1,Personal income (thousands of dollars),699551
37029,"Camden, NC",2,Population (persons) 1,11184
37029,"Camden, NC",3,Per capita personal income (dollars) 2,62549
37031,"Carteret, NC",1,Personal income (thousands of dollars),5211597
37031,"Carteret, NC",2,Population (persons) 1,70259
37031,"Carteret, NC",3,Per capita personal income (dollars) 2,74177
37033,"Caswell, NC",1,Personal income (thousands of dollars),1077962
37033,"Caswell, NC",2,Population (persons) 1,22363
37033,"Caswell, NC",3,Per capita personal income (dollars) 2,48203
37035,"Catawba, NC",1,Personal income (thousands of dollars),10084371
37035,"Catawba, NC",2,Population (persons) 1,167054
37035,"Catawba, NC",3,Per capita personal income (dollars) 2,60366
37037,"Chatham, NC",1,Personal income (thousands of dollars),7686041
37037,"Chatham, NC",2,Population (persons) 1,83874
37037,"Chatham, NC",3,Per capita personal income (dollars) 2,91638
37039,"Cherokee, NC",1,Personal income (thousands of dollars),1370882
37039,"Cherokee, NC",2,Population (persons) 1,30373
37039,"Cherokee, NC",3,Per capita personal income (dollars) 2,45135
37041,"Chowan, NC",1,Personal income (thousands of dollars),801513
37041,"Chowan, NC",2,Population (persons) 1,13891
37041,"Chowan, NC",3,Per capita personal income (dollars) 2,57700
37043,"Clay, NC",1,Personal income (thousands of dollars),608462
37043,"Clay, NC",2,Population (persons) 1,12042
37043,"Clay, NC",3,Per capita personal income (dollars) 2,50528
37045,"Cleveland, NC",1,Personal income (thousands of dollars),5230393
37045,"Cleveland, NC",2,Population (persons) 1,102194
37045,"Cleveland, NC",3,Per capita personal income (dollars) 2,51181
37047,"Columbus, NC",1,Personal income (thousands of dollars),2452105
37047,"Columbus, NC",2,Population (persons) 1,50054
37047,"Columbus, NC",3,Per capita personal income (dollars) 2,48989
37049,"Craven, NC",1,Personal income (thousands of dollars),6450941
37049,"Craven, NC",2,Population (persons) 1,104167
37049,"Craven, NC",3,Per capita personal income (dollars) 2,61929
37051,"Cumberland, NC",1,Personal income (thousands of dollars),17727538
37051,"Cumberland, NC",2,Population (persons) 1,338430
37051,"Cumberland, NC",3,Per capita personal income (dollars) 2,52382
37053,"Currituck, NC",1,Personal income (thousands of dollars),2098244
37053,"Currituck, NC",2,Population (persons) 1,32278
37053,"Currituck, NC",3,Per capita personal income (dollars) 2,65005
37055,"Dare, NC",1,Personal income (thousands of dollars),3192578
37055,"Dare, NC",2,Population (persons) 1,38183
37055,"Dare, NC",3,Per capita personal income (dollars) 2,83613
37057,"Davidson, NC",1,Personal income (thousands of dollars),9601372
37057,"Davidson, NC",2,Population (persons) 1,177809
37057,"Davidson, NC",3,Per capita personal income (dollars) 2,53998
37059,"Davie, NC",1,Personal income (thousands of dollars),3075165
37059,"Davie, NC",2,Population (persons) 1,45383
37059,"Davie, NC",3,Per capita personal income (dollars) 2,67760
37061,"Duplin, NC",1,Personal income (thousands of dollars),2947394
37061,"Duplin, NC",2,Population (persons) 1,50539
37061,"Duplin, NC",3,Per capita personal income (dollars) 2,58319
37063,"Durham, NC",1,Personal income (thousands of dollars),23736861
37063,"Durham, NC",2,Population (persons) 1,343628
37063,"Durham, NC",3,Per capita personal income (dollars) 2,69077
37065,"Edgecombe, NC",1,Personal income (thousands of dollars),2461649
37065,"Edgecombe, NC",2,Population (persons) 1,49124
37065,"Edgecombe, NC",3,Per capita personal income (dollars) 2,50111
37067,"Forsyth, NC",1,Personal income (thousands of dollars),25476938
37067,"Forsyth, NC",2,Population (persons) 1,398143
37067,"Forsyth, NC",3,Per capita personal income (dollars) 2,63989
37069,"Franklin, NC",1,Personal income (thousands of dollars),4157024
37069,"Franklin, NC",2,Population (persons) 1,79771
37069,"Franklin, NC",3,Per capita personal income (dollars) 2,52112
37071,"Gaston, NC",1,Personal income (thousands of dollars),13406826
37071,"Gaston, NC",2,Population (persons) 1,242010
37071,"Gaston, NC",3,Per capita personal income (dollars) 2,55398
37073,"Gates, NC",1,Personal income (thousands of dollars),576065
37073,"Gates, NC",2,Population (persons) 1,10299
37073,"Gates, NC",3,Per capita personal income (dollars) 2,55934
37075,"Graham, NC",1,Personal income (thousands of dollars),389658
37075,"Graham, NC",2,Population (persons) 1,8179
37075,"Graham, NC",3,Per capita personal income (dollars) 2,47641
37077,"Granville, NC",1,Personal income (thousands of dollars),3374391
37077,"Granville, NC",2,Population (persons) 1,61544
37077,"Granville, NC",3,Per capita personal income (dollars) 2,54829
37079,"Greene, NC",1,Personal income (thousands of dollars),886347
37079,"Greene, NC",2,Population (persons) 1,20671
37079,"Greene, NC",3,Per capita personal income (dollars) 2,42879
37081,"Guilford, NC",1,Personal income (thousands of dollars),35577232
37081,"Guilford, NC",2,Population (persons) 1,558816
37081,"Guilford, NC",3,Per capita personal income (dollars) 2,63665
37083,"Halifax, NC",1,Personal income (thousands of dollars),2377506
37083,"Halifax, NC",2,Population (persons) 1,46992
37083,"Halifax, NC",3,Per capita personal income (dollars) 2,50594
37085,"Harnett, NC",1,Personal income (thousands of dollars),7323450
37085,"Harnett, NC",2,Population (persons) 1,146096
37085,"Harnett, NC",3,Per capita personal income (dollars) 2,50128
37087,"Haywood, NC",1,Personal income (thousands of dollars),3686023
37087,"Haywood, NC",2,Population (persons) 1,63048
37087,"Haywood, NC",3,Per capita personal income (dollars) 2,58464
37089,"Henderson, NC",1,Personal income (thousands of dollars),7689259
37089,"Henderson, NC",2,Population (persons) 1,120771
37089,"Henderson, NC",3,Per capita personal income (dollars) 2,63668
37091,"Hertford, NC",1,Personal income (thousands of dollars),954990
37091,"Hertford, NC",2,Population (persons) 1,19169
37091,"Hertford, NC",3,Per capita personal income (dollars) 2,49820
37093,"Hoke, NC",1,Personal income (thousands of dollars),2554318
37093,"Hoke, NC",2,Population (persons) 1,55382
37093,"Hoke, NC",3,Per capita personal income (dollars) 2,46122
37095,"Hyde, NC",1,Personal income (thousands of dollars),260164
37095,"Hyde, NC",2,Population (persons) 1,4583
37095,"Hyde, NC",3,Per capita personal income (dollars) 2,56767
37097,"Iredell, NC",1,Personal income (thousands of dollars),14468458
37097,"Iredell, NC",2,Population (persons) 1,206361
37097,"Iredell, NC",3,Per capita personal income (dollars) 2,70112
37099,"Jackson, NC",1,Personal income (thousands of dollars),2258133
37099,"Jackson, NC",2,Population (persons) 1,45281
37099,"Jackson, NC",3,Per capita personal income (dollars) 2,49869
37101,"Johnston, NC",1,Personal income (thousands of dollars),13822316
37101,"Johnston, NC",2,Population (persons) 1,249794
37101,"Johnston, NC",3,Per capita personal income (dollars) 2,55335
37103,"Jones, NC",1,Personal income (thousands of dollars),510702
37103,"Jones, NC",2,Population (persons) 1,9462
37103,"Jones, NC",3,Per capita personal income (dollars) 2,53974
37105,"Lee, NC",1,Personal income (thousands of dollars),3933518
37105,"Lee, NC",2,Population (persons) 1,68537
37105,"Lee, NC",3,Per capita personal income (dollars) 2,57393
37107,"Lenoir, NC",1,Personal income (thousands of dollars),3153787
37107,"Lenoir, NC",2,Population (persons) 1,55332
37107,"Lenoir, NC",3,Per capita personal income (dollars) 2,56998
37109,"Lincoln, NC",1,Personal income (thousands of dollars),6328674
37109,"Lincoln, NC",2,Population (persons) 1,97611
37109,"Lincoln, NC",3,Per capita personal income (dollars) 2,64836
37111,"McDowell, NC",1,Personal income (thousands of dollars),2286157
37111,"McDowell, NC",2,Population (persons) 1,45269
37111,"McDowell, NC",3,Per capita personal income (dollars) 2,50502
37113,"Macon, NC",1,Personal income (thousands of dollars),2166953
37113,"Macon, NC",2,Population (persons) 1,38717
37113,"Macon, NC",3,Per capita personal income (dollars) 2,55969
37115,"Madison, NC",1,Personal income (thousands of dollars),1138325
37115,"Madison, NC",2,Population (persons) 1,22352
37115,"Madison, NC",3,Per capita personal income (dollars) 2,50927
37117,"Martin, NC",1,Personal income (thousands of dollars),1009206
37117,"Martin, NC",2,Population (persons) 1,21523
37117,"Martin, NC",3,Per capita personal income (dollars) 2,46890
37119,"Mecklenburg, NC",1,Personal income (thousands of dollars),103858464
37119,"Mecklenburg, NC",2,Population (persons) 1,1206285
37119,"Mecklenburg, NC",3,Per capita personal income (dollars) 2,86098
37121,"Mitchell, NC",1,Personal income (thousands of dollars),763165
37121,"Mitchell, NC",2,Population (persons) 1,15030
37121,"Mitchell, NC",3,Per capita personal income (dollars) 2,50776
37123,"Montgomery, NC",1,Personal income (thousands of dollars),1323406
37123,"Montgomery, NC",2,Population (persons) 1,26364
37123,"Montgomery, NC",3,Per capita personal income (dollars) 2,50197
37125,"Moore, NC",1,Personal income (thousands of dollars),7905812
37125,"Moore, NC",2,Population (persons) 1,108417
37125,"Moore, NC",3,Per capita personal income (dollars) 2,72920
37127,"Nash, NC",1,Personal income (thousands of dollars),5501243
37127,"Nash, NC",2,Population (persons) 1,97990
37127,"Nash, NC",3,Per capita personal income (dollars) 2,56141
37129,"New Hanover, NC",1,Personal income (thousands of dollars),16952082
37129,"New Hanover, NC",2,Population (persons) 1,243333
37129,"New Hanover, NC",3,Per capita personal income (dollars) 2,69666
37131,"Northampton, NC",1,Personal income (thousands of dollars),875733
37131,"Northampton, NC",2,Population (persons) 1,16580
37131,"Northampton, NC",3,Per capita personal income (dollars) 2,52819
37133,"Onslow, NC",1,Personal income (thousands of dollars),12234134
37133,"Onslow, NC",2,Population (persons) 1,212954
37133,"Onslow, NC",3,Per capita personal income (dollars) 2,57450
37135,"Orange, NC",1,Personal income (thousands of dollars),13419175
37135,"Orange, NC",2,Population (persons) 1,152877
37135,"Orange, NC",3,Per capita personal income (dollars) 2,87778
37137,"Pamlico, NC",1,Personal income (thousands of dollars),748408
37137,"Pamlico, NC",2,Population (persons) 1,12550
37137,"Pamlico, NC",3,Per capita personal income (dollars) 2,59634
37139,"Pasquotank, NC",1,Personal income (thousands of dollars),2233571
37139,"Pasquotank, NC",2,Population (persons) 1,41418
37139,"Pasquotank, NC",3,Per capita personal income (dollars) 2,53928
37141,"Pender, NC",1,Personal income (thousands of dollars),3965368
37141,"Pender, NC",2,Population (persons) 1,70077
37141,"Pender, NC",3,Per capita personal income (dollars) 2,56586
37143,"Perquimans, NC",1,Personal income (thousands of dollars),793223
37143,"Perquimans, NC",2,Population (persons) 1,13460
37143,"Perquimans, NC",3,Per capita personal income (dollars) 2,58932
37145,"Person, NC",1,Personal income (thousands of dollars),2118139
37145,"Person, NC",2,Population (persons) 1,40143
37145,"Person, NC",3,Per capita personal income (dollars) 2,52765
37147,"Pitt, NC",1,Personal income (thousands of dollars),10623837
37147,"Pitt, NC",2,Population (persons) 1,180783
37147,"Pitt, NC",3,Per capita personal income (dollars) 2,58766
37149,"Polk, NC",1,Personal income (thousands of dollars),1467836
37149,"Polk, NC",2,Population (persons) 1,20320
37149,"Polk, NC",3,Per capita personal income (dollars) 2,72236
37151,"Randolph, NC",1,Personal income (thousands of dollars),7706424
37151,"Randolph, NC",2,Population (persons) 1,148389
37151,"Randolph, NC",3,Per capita personal income (dollars) 2,51934
37153,"Richmond, NC",1,Personal income (thousands of dollars),2162567
37153,"Richmond, NC",2,Population (persons) 1,41990
37153,"Richmond, NC",3,Per capita personal income (dollars) 2,51502
37155,"Robeson, NC",1,Personal income (thousands of dollars),5521972
37155,"Robeson, NC",2,Population (persons) 1,118624
37155,"Robeson, NC",3,Per capita personal income (dollars) 2,46550
37157,"Rockingham, NC",1,Personal income (thousands of dollars),4754446
37157,"Rockingham, NC",2,Population (persons) 1,93517
37157,"Rockingham, NC",3,Per capita personal income (dollars) 2,50840
37159,"Rowan, NC",1,Personal income (thousands of dollars),7931769
37159,"Rowan, NC",2,Population (persons) 1,153384
37159,"Rowan, NC",3,Per capita personal income (dollars) 2,51712
37161,"Rutherford, NC",1,Personal income (thousands of dollars),3115387
37161,"Rutherford, NC",2,Population (persons) 1,65587
37161,"Rutherford, NC",3,Per capita personal income (dollars) 2,47500
37163,"Sampson, NC",1,Personal income (thousands of dollars),3076647
37163,"Sampson, NC",2,Population (persons) 1,60404
37163,"Sampson, NC",3,Per capita personal income (dollars) 2,50934
37165,"Scotland, NC",1,Personal income (thousands of dollars),1618543
37165,"Scotland, NC",2,Population (persons) 1,33898
37165,"Scotland, NC",3,Per capita personal income (dollars) 2,47747
37167,"Stanly, NC",1,Personal income (thousands of dollars),3650654
37167,"Stanly, NC",2,Population (persons) 1,67326
37167,"Stanly, NC",3,Per capita personal income (dollars) 2,54224
37169,"Stokes, NC",1,Personal income (thousands of dollars),2398524
37169,"Stokes, NC",2,Population (persons) 1,45857
37169,"Stokes, NC",3,Per capita personal income (dollars) 2,52304
37171,"Surry, NC",1,Personal income (thousands of dollars),3882617
37171,"Surry, NC",2,Population (persons) 1,71547
37171,"Surry, NC",3,Per capita personal income (dollars) 2,54267
37173,"Swain, NC",1,Personal income (thousands of dollars),832023
37173,"Swain, NC",2,Population (persons) 1,13945
37173,"Swain, NC",3,Per capita personal income (dollars) 2,59665
37175,"Transylvania, NC",1,Personal income (thousands of dollars),2204453
37175,"Transylvania, NC",2,Population (persons) 1,34103
37175,"Transylvania, NC",3,Per capita personal income (dollars) 2,64641
37177,"Tyrrell, NC",1,Personal income (thousands of dollars),165295
37177,"Tyrrell, NC",2,Population (persons) 1,3517
37177,"Tyrrell, NC",3,Per capita personal income (dollars) 2,46999
37179,"Union, NC",1,Personal income (thousands of dollars),20156290
37179,"Union, NC",2,Population (persons) 1,263386
37179,"Union, NC",3,Per capita personal income (dollars) 2,76528
37181,"Vance, NC",1,Personal income (thousands of dollars),2091572
37181,"Vance, NC",2,Population (persons) 1,42337
37181,"Vance, NC",3,Per capita personal income (dollars) 2,49403
37183,"Wake, NC",1,Personal income (thousands of dollars),105463340
37183,"Wake, NC",2,Population (persons) 1,1232444
37183,"Wake, NC",3,Per capita personal income (dollars) 2,85573
37185,"Warren, NC",1,Personal income (thousands of dollars),781032
37185,"Warren, NC",2,Population (persons) 1,19081
37185,"Warren, NC",3,Per capita personal income (dollars) 2,40932
37187,"Washington, NC",1,Personal income (thousands of dollars),541009
37187,"Washington, NC",2,Population (persons) 1,10654
37187,"Washington, NC",3,Per capita personal income (dollars) 2,50780
37189,"Watauga, NC",1,Personal income (thousands of dollars),3104161
37189,"Watauga, NC",2,Population (persons) 1,54997
37189,"Watauga, NC",3,Per capita personal income (dollars) 2,56442
37191,"Wayne, NC",1,Personal income (thousands of dollars),6492893
37191,"Wayne, NC",2,Population (persons) 1,120338
37191,"Wayne, NC",3,Per capita personal income (dollars) 2,53955
37193,"Wilkes, NC",1,Personal income (thousands of dollars),3500715
37193,"Wilkes, NC",2,Population (persons) 1,66186
37193,"Wilkes, NC",3,Per capita personal income (dollars) 2,52892
37195,"Wilson, NC",1,Personal income (thousands of dollars),4391977
37195,"Wilson, NC",2,Population (persons) 1,79958
37195,"Wilson, NC",3,Per capita personal income (dollars) 2,54929
37197,"Yadkin, NC",1,Personal income (thousands of dollars),2047216
37197,"Yadkin, NC",2,Population (persons) 1,37995
37197,"Yadkin, NC",3,Per capita personal income (dollars) 2,53881
37199,"Yancey, NC",1,Personal income (thousands of dollars),928903
37199,"Yancey, NC",2,Population (persons) 1,18993
37199,"Yancey, NC",3,Per capita personal income (dollars) 2,48908
38001,"Adams, ND",1,Personal income (thousands of dollars),109481
38001,"Adams, ND",2,Population (persons) 1,2141
38001,"Adams, ND",3,Per capita personal income (dollars) 2,51135
38003,"Barnes, ND",1,Personal income (thousands of dollars),707677
38003,"Barnes, ND",2,Population (persons) 1,10798
38003,"Barnes, ND",3,Per capita personal income (dollars) 2,65538
38005,"Benson, ND",1,Personal income (thousands of dollars),313792
38005,"Benson, ND",2,Population (persons) 1,5756
38005,"Benson, ND",3,Per capita personal income (dollars) 2,54516
38007,"Billings, ND",1,Personal income (thousands of dollars),88413
38007,"Billings, ND",2,Population (persons) 1,1063
38007,"Billings, ND",3,Per capita personal income (dollars) 2,83173
38009,"Bottineau, ND",1,Personal income (thousands of dollars),487315
38009,"Bottineau, ND",2,Population (persons) 1,6391
38009,"Bottineau, ND",3,Per capita personal income (dollars) 2,76250
38011,"Bowman, ND",1,Personal income (thousands of dollars),212314
38011,"Bowman, ND",2,Population (persons) 1,2886
38011,"Bowman, ND",3,Per capita personal income (dollars) 2,73567
38013,"Burke, ND",1,Personal income (thousands of dollars),179317
38013,"Burke, ND",2,Population (persons) 1,2154
38013,"Burke, ND",3,Per capita personal income (dollars) 2,83248
38015,"Burleigh, ND",1,Personal income (thousands of dollars),7807653
38015,"Burleigh, ND",2,Population (persons) 1,103107
38015,"Burleigh, ND",3,Per capita personal income (dollars) 2,75724
38017,"Cass, ND",1,Personal income (thousands of dollars),14893611
38017,"Cass, ND",2,Population (persons) 1,200945
38017,"Cass, ND",3,Per capita personal income (dollars) 2,74118
38019,"Cavalier, ND",1,Personal income (thousands of dollars),336364
38019,"Cavalier, ND",2,Population (persons) 1,3567
38019,"Cavalier, ND",3,Per capita personal income (dollars) 2,94299
38021,"Dickey, ND",1,Personal income (thousands of dollars),471494
38021,"Dickey, ND",2,Population (persons) 1,4930
38021,"Dickey, ND",3,Per capita personal income (dollars) 2,95638
38023,"Divide, ND",1,Personal income (thousands of dollars),121677
38023,"Divide, ND",2,Population (persons) 1,2124
38023,"Divide, ND",3,Per capita personal income (dollars) 2,57287
38025,"Dunn, ND",1,Personal income (thousands of dollars),402264
38025,"Dunn, ND",2,Population (persons) 1,4031
38025,"Dunn, ND",3,Per capita personal income (dollars) 2,99793
38027,"Eddy, ND",1,Personal income (thousands of dollars),179046
38027,"Eddy, ND",2,Population (persons) 1,2309
38027,"Eddy, ND",3,Per capita personal income (dollars) 2,77543
38029,"Emmons, ND",1,Personal income (thousands of dollars),188368
38029,"Emmons, ND",2,Population (persons) 1,3209
38029,"Emmons, ND",3,Per capita personal income (dollars) 2,58700
38031,"Foster, ND",1,Personal income (thousands of dollars),232101
38031,"Foster, ND",2,Population (persons) 1,3323
38031,"Foster, ND",3,Per capita personal income (dollars) 2,69847
38033,"Golden Valley, ND",1,Personal income (thousands of dollars),81509
38033,"Golden Valley, ND",2,Population (persons) 1,1795
38033,"Golden Valley, ND",3,Per capita personal income (dollars) 2,45409
38035,"Grand Forks, ND",1,Personal income (thousands of dollars),4899994
38035,"Grand Forks, ND",2,Population (persons) 1,73771
38035,"Grand Forks, ND",3,Per capita personal income (dollars) 2,66422
38037,"Grant, ND",1,Personal income (thousands of dollars),110302
38037,"Grant, ND",2,Population (persons) 1,2247
38037,"Grant, ND",3,Per capita personal income (dollars) 2,49089
38039,"Griggs, ND",1,Personal income (thousands of dollars),165811
38039,"Griggs, ND",2,Population (persons) 1,2227
38039,"Griggs, ND",3,Per capita personal income (dollars) 2,74455
38041,"Hettinger, ND",1,Personal income (thousands of dollars),109660
38041,"Hettinger, ND",2,Population (persons) 1,2419
38041,"Hettinger, ND",3,Per capita personal income (dollars) 2,45333
38043,"Kidder, ND",1,Personal income (thousands of dollars),170112
38043,"Kidder, ND",2,Population (persons) 1,2371
38043,"Kidder, ND",3,Per capita personal income (dollars) 2,71747
38045,"LaMoure, ND",1,Personal income (thousands of dollars),306577
38045,"LaMoure, ND",2,Population (persons) 1,4051
38045,"LaMoure, ND",3,Per capita personal income (dollars) 2,75679
38047,"Logan, ND",1,Personal income (thousands of dollars),115131
38047,"Logan, ND",2,Population (persons) 1,1880
38047,"Logan, ND",3,Per capita personal income (dollars) 2,61240
38049,"McHenry, ND",1,Personal income (thousands of dollars),349478
38049,"McHenry, ND",2,Population (persons) 1,5135
38049,"McHenry, ND",3,Per capita personal income (dollars) 2,68058
38051,"McIntosh, ND",1,Personal income (thousands of dollars),166522
38051,"McIntosh, ND",2,Population (persons) 1,2461
38051,"McIntosh, ND",3,Per capita personal income (dollars) 2,67664
38053,"McKenzie, ND",1,Personal income (thousands of dollars),1227510
38053,"McKenzie, ND",2,Population (persons) 1,14782
38053,"McKenzie, ND",3,Per capita personal income (dollars) 2,83041
38055,"McLean, ND",1,Personal income (thousands of dollars),693012
38055,"McLean, ND",2,Population (persons) 1,9845
38055,"McLean, ND",3,Per capita personal income (dollars) 2,70392
38057,"Mercer, ND",1,Personal income (thousands of dollars),583811
