admin_code,admin_level,region_name_en,region_name_ja,country_iso,region_block,occupation_category,occupation_code,occupation_level,wage_value,wage_unit,currency,wage_measure,year,population,parent_admin_code,classification_system,data_availability,source,last_updated
JP-NAT,0,National,全国,JP,,Field clerical workers,,detailed,742.6,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Transport and postal clerks,,detailed,344.8,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Transport and postal clerks,,detailed,307.9,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Transport and postal clerks,,detailed,922.4,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Office machine operators,,detailed,266.7,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Office machine operators,,detailed,246,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Office machine operators,,detailed,361.7,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Sales clerks,,detailed,271.2,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Sales clerks,,detailed,254.8,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Sales clerks,,detailed,439.9,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other commodity sales workers,,detailed,323.2,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other commodity sales workers,,detailed,304.3,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other commodity sales workers,,detailed,851.2,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Sales-related workers,,detailed,423.6,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Sales-related workers,,detailed,394.4,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Sales-related workers,,detailed,1540.2,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Automobile sales workers,,detailed,404.5,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Automobile sales workers,,detailed,370.6,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Automobile sales workers,,detailed,1086.1,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Machinery, telecommunications, and systems sales workers (excluding automobiles)",,detailed,415,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Machinery, telecommunications, and systems sales workers (excluding automobiles)",,detailed,384.8,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Machinery, telecommunications, and systems sales workers (excluding automobiles)",,detailed,1545.8,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Financial sales workers,,detailed,401.9,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Financial sales workers,,detailed,358.3,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Financial sales workers,,detailed,1488.4,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Insurance sales workers,,detailed,367.9,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Insurance sales workers,,detailed,364,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Insurance sales workers,,detailed,592.7,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other sales workers,,detailed,404.5,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other sales workers,,detailed,375.7,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other sales workers,,detailed,1329.2,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Care workers (medical and welfare facilities),,detailed,271,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Care workers (medical and welfare facilities),,detailed,255.4,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Care workers (medical and welfare facilities),,detailed,508.3,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Home-visit care workers,,detailed,285.8,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Home-visit care workers,,detailed,266,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Home-visit care workers,,detailed,382.7,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Nursing aides,,detailed,235.2,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Nursing aides,,detailed,220.8,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Nursing aides,,detailed,463.3,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other health care service workers,,detailed,239.1,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other health care service workers,,detailed,224.5,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other health care service workers,,detailed,360,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Barbers and hairdressers,,detailed,300.6,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Barbers and hairdressers,,detailed,293.7,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Barbers and hairdressers,,detailed,109.8,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Beauty service and bathhouse workers (excluding hairdressers),,detailed,261.8,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Beauty service and bathhouse workers (excluding hairdressers),,detailed,252.8,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Beauty service and bathhouse workers (excluding hairdressers),,detailed,153.1,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Launderers and cleaners,,detailed,228.5,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Launderers and cleaners,,detailed,211.7,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Launderers and cleaners,,detailed,229.3,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Cooks,,detailed,278.2,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Cooks,,detailed,251.3,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Cooks,,detailed,356.4,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Waiters and waitresses,,detailed,275.4,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Waiters and waitresses,,detailed,245.5,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Waiters and waitresses,,detailed,279.1,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Aircraft cabin attendants,,detailed,405,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Aircraft cabin attendants,,detailed,392.1,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Aircraft cabin attendants,,detailed,1100.7,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Personal care and attendant workers,,detailed,259.5,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Personal care and attendant workers,,detailed,238.1,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Personal care and attendant workers,,detailed,268.8,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Amusement and recreation facility attendants,,detailed,281.2,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Amusement and recreation facility attendants,,detailed,263.1,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Amusement and recreation facility attendants,,detailed,355.4,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Residential and building superintendents,,detailed,295.3,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Residential and building superintendents,,detailed,271.6,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Residential and building superintendents,,detailed,631,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other service workers,,detailed,289,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other service workers,,detailed,268.2,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other service workers,,detailed,491.6,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Security guards,,detailed,268.3,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Security guards,,detailed,230.6,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Security guards,,detailed,318.5,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other security workers,,detailed,251.3,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other security workers,,detailed,229.6,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other security workers,,detailed,276.5,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Agriculture, forestry, and fishery workers",,detailed,261,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Agriculture, forestry, and fishery workers",,detailed,248.9,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Agriculture, forestry, and fishery workers",,detailed,386,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Iron and steel making and non-ferrous metal smelting workers,,detailed,353.5,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Iron and steel making and non-ferrous metal smelting workers,,detailed,300,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Iron and steel making and non-ferrous metal smelting workers,,detailed,1046.7,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Foundry and forging workers,,detailed,345.9,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Foundry and forging workers,,detailed,288.4,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Foundry and forging workers,,detailed,736.7,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Metal machine tool operators,,detailed,320.2,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Metal machine tool operators,,detailed,282.5,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Metal machine tool operators,,detailed,813.1,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Metal press workers,,detailed,296.6,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Metal press workers,,detailed,263.6,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Metal press workers,,detailed,613.4,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Ironworkers and boilermakers,,detailed,326.8,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Ironworkers and boilermakers,,detailed,286.2,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Ironworkers and boilermakers,,detailed,743.1,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Sheet metal workers,,detailed,285.3,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Sheet metal workers,,detailed,264.2,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Sheet metal workers,,detailed,614.3,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Metal engraving and surface treatment workers,,detailed,320.8,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Metal engraving and surface treatment workers,,detailed,282.6,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
