admin_code,admin_level,region_name_en,region_name_ja,country_iso,region_block,occupation_category,occupation_code,occupation_level,wage_value,wage_unit,currency,wage_measure,year,population,parent_admin_code,classification_system,data_availability,source,last_updated
13,1,Tokyo,東京都,JP,Kanto,"Agriculture, forestry, and fishery workers",G,major,253.4,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247949&fileKind=4,2025-03-17
23,1,Aichi,愛知県,JP,Tokai/Chubu,"Agriculture, forestry, and fishery workers",G,major,195.4,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247949&fileKind=4,2025-03-17
27,1,Osaka,大阪府,JP,Kinki,"Agriculture, forestry, and fishery workers",G,major,341.6,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247950&fileKind=4,2025-03-17
40,1,Fukuoka,福岡県,JP,Kyushu,"Agriculture, forestry, and fishery workers",G,major,204.4,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247951&fileKind=4,2025-03-17
47,1,Okinawa,沖縄県,JP,Okinawa,"Agriculture, forestry, and fishery workers",G,major,221.7,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247951&fileKind=4,2025-03-17
13,1,Tokyo,東京都,JP,Kanto,Manufacturing process workers,H,major,311.4,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247949&fileKind=4,2025-03-17
23,1,Aichi,愛知県,JP,Tokai/Chubu,Manufacturing process workers,H,major,297.2,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247949&fileKind=4,2025-03-17
27,1,Osaka,大阪府,JP,Kinki,Manufacturing process workers,H,major,291.7,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247950&fileKind=4,2025-03-17
40,1,Fukuoka,福岡県,JP,Kyushu,Manufacturing process workers,H,major,260.3,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247951&fileKind=4,2025-03-17
47,1,Okinawa,沖縄県,JP,Okinawa,Manufacturing process workers,H,major,224.9,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247951&fileKind=4,2025-03-17
13,1,Tokyo,東京都,JP,Kanto,Transport and machine operation workers,I,major,372.7,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247949&fileKind=4,2025-03-17
23,1,Aichi,愛知県,JP,Tokai/Chubu,Transport and machine operation workers,I,major,317.5,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247949&fileKind=4,2025-03-17
27,1,Osaka,大阪府,JP,Kinki,Transport and machine operation workers,I,major,308.2,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247950&fileKind=4,2025-03-17
40,1,Fukuoka,福岡県,JP,Kyushu,Transport and machine operation workers,I,major,260,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247951&fileKind=4,2025-03-17
47,1,Okinawa,沖縄県,JP,Okinawa,Transport and machine operation workers,I,major,259.3,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247951&fileKind=4,2025-03-17
13,1,Tokyo,東京都,JP,Kanto,Construction and mining workers,J,major,305,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247949&fileKind=4,2025-03-17
23,1,Aichi,愛知県,JP,Tokai/Chubu,Construction and mining workers,J,major,320.8,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247949&fileKind=4,2025-03-17
27,1,Osaka,大阪府,JP,Kinki,Construction and mining workers,J,major,461.2,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247950&fileKind=4,2025-03-17
40,1,Fukuoka,福岡県,JP,Kyushu,Construction and mining workers,J,major,314.2,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247951&fileKind=4,2025-03-17
47,1,Okinawa,沖縄県,JP,Okinawa,Construction and mining workers,J,major,257,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247951&fileKind=4,2025-03-17
13,1,Tokyo,東京都,JP,Kanto,"Carrying, cleaning, packaging, and related workers",K,major,276.2,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247949&fileKind=4,2025-03-17
23,1,Aichi,愛知県,JP,Tokai/Chubu,"Carrying, cleaning, packaging, and related workers",K,major,265.3,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247949&fileKind=4,2025-03-17
27,1,Osaka,大阪府,JP,Kinki,"Carrying, cleaning, packaging, and related workers",K,major,243.2,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247950&fileKind=4,2025-03-17
40,1,Fukuoka,福岡県,JP,Kyushu,"Carrying, cleaning, packaging, and related workers",K,major,251.9,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247951&fileKind=4,2025-03-17
47,1,Okinawa,沖縄県,JP,Okinawa,"Carrying, cleaning, packaging, and related workers",K,major,220.2,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JIS_X_0401,prefecture,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247951&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Managerial workers,,detailed,579.9,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Managerial workers,,detailed,571.6,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Managerial workers,,detailed,2213.1,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Researchers,,detailed,470.1,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Researchers,,detailed,428.1,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Researchers,,detailed,1863.3,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Electrical, electronics, and telecommunications engineers (excluding communication network engineers)",,detailed,478.9,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Electrical, electronics, and telecommunications engineers (excluding communication network engineers)",,detailed,434.9,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Electrical, electronics, and telecommunications engineers (excluding communication network engineers)",,detailed,1805.2,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Mechanical engineers,,detailed,424.4,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Mechanical engineers,,detailed,376.9,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Mechanical engineers,,detailed,1601.4,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Transport equipment engineers,,detailed,441.8,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Transport equipment engineers,,detailed,384.8,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Transport equipment engineers,,detailed,1704.2,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Metal engineers,,detailed,378.4,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Metal engineers,,detailed,327.1,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Metal engineers,,detailed,1230.9,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Chemical engineers,,detailed,397.9,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Chemical engineers,,detailed,355.8,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Chemical engineers,,detailed,1355.7,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Architectural and building engineers,,detailed,434.7,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Architectural and building engineers,,detailed,387.1,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Architectural and building engineers,,detailed,1200,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Civil engineers,,detailed,405.2,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Civil engineers,,detailed,368.6,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Civil engineers,,detailed,1102.9,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Surveyors,,detailed,331.3,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Surveyors,,detailed,312.1,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Surveyors,,detailed,1040.1,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Systems consultants and designers,,detailed,480.7,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Systems consultants and designers,,detailed,431.7,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Systems consultants and designers,,detailed,1757.3,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Software developers,,detailed,386.2,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Software developers,,detailed,357,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Software developers,,detailed,1106.8,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other information processing and communications engineers,,detailed,421.4,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other information processing and communications engineers,,detailed,384.5,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other information processing and communications engineers,,detailed,1232.6,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Engineers not elsewhere classified,,detailed,380.7,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Engineers not elsewhere classified,,detailed,344.4,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Engineers not elsewhere classified,,detailed,1161.5,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Physicians,,detailed,1025.9,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Physicians,,detailed,911.6,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Physicians,,detailed,1069.3,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Dentists,,detailed,909.2,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Dentists,,detailed,895,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Dentists,,detailed,444.8,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Veterinarians,,detailed,713,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Veterinarians,,detailed,683.7,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Veterinarians,,detailed,291.8,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Pharmacists,,detailed,430.8,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Pharmacists,,detailed,407,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Pharmacists,,detailed,823.6,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Public health nurses,,detailed,351.1,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Public health nurses,,detailed,313.3,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Public health nurses,,detailed,999.2,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Midwives,,detailed,399.6,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Midwives,,detailed,347.2,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Midwives,,detailed,1010.4,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Nurses,,detailed,363.5,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Nurses,,detailed,329.6,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Nurses,,detailed,835,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Licensed practical nurses,,detailed,294.3,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Licensed practical nurses,,detailed,273.7,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Licensed practical nurses,,detailed,640.1,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Radiological technologists,,detailed,375.6,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Radiological technologists,,detailed,342.6,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Radiological technologists,,detailed,991.3,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Clinical laboratory technologists,,detailed,343.3,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Clinical laboratory technologists,,detailed,314.8,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Clinical laboratory technologists,,detailed,923.8,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Physical therapists, occupational therapists, speech-language-hearing therapists, and orthoptists",,detailed,311.4,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Physical therapists, occupational therapists, speech-language-hearing therapists, and orthoptists",,detailed,299.4,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Physical therapists, occupational therapists, speech-language-hearing therapists, and orthoptists",,detailed,704.7,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Dental hygienists,,detailed,297.6,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
